Id no.,Dex no.,id,Species,Type 1,Type 2,HP Group,Starting HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,size helper,,,Size Class,weight helper,Weight Class,Egg Group 1,Egg Group 2,Ability 1,Ability 2,Hidden Ability,Region,Relevant?
505,410,shieldon-default,Shieldon,Rock,Steel,+1d4/lvl,19,4,11,4,8,3,1,8,20,Small,125.66,Medium,Monster,,Sturdy,,Soundproof,Sinnoh,y
506,411,bastiodon-default,Bastiodon,Rock,Steel,+1d6/lvl,20,5,16,4,13,3,4,3,51,Medium,329.59,Heavy,Monster,,Sturdy,,Soundproof,Sinnoh,
507,412,burmy-plant-cloak,Burmy,Bug,,+1d4/lvl,19,2,4,2,4,3,0,8,8,Small,7.5,Feather,Bug,,Shed Skin,,Overcoat,Sinnoh,y
508,412,burmy-sandy-cloak,Sandy Cloak Burmy,Bug,,+1d4/lvl,19,2,4,2,4,3,0,8,8,Small,7.5,Feather,Bug,,Shed Skin,,Overcoat,Sinnoh,
509,412,burmy-trash-cloak,Trash Cloak Burmy,Bug,,+1d4/lvl,19,2,4,2,4,3,0,8,8,Small,7.5,Feather,Bug,,Shed Skin,,Overcoat,Sinnoh,
510,413,wormadam-plant-cloak,Plant Cloak Wormadam,Bug,Grass,+1d6/lvl,20,5,8,7,10,3,1,8,20,Small,14.33,Light,Bug,,Anticipation,,Overcoat,Sinnoh,
511,413,wormadam-sandy-cloak,Sandy Cloak Wormadam,Bug,Ground,+1d6/lvl,20,7,10,5,8,3,1,8,20,Small,14.33,Light,Bug,,Anticipation,,Overcoat,Sinnoh,
512,413,wormadam-trash-cloak,Trash Cloak Wormadam,Bug,Steel,+1d6/lvl,20,6,9,6,9,3,1,8,20,Small,14.33,Light,Bug,,Anticipation,,Overcoat,Sinnoh,
513,414,mothim-default,Mothim,Bug,Flying,+1d8/lvl,21,9,5,9,5,6,2,11,35,Small,51.37,Light,Bug,,Swarm,,Tinted Lens,Sinnoh,
514,415,combee-default,Combee,Bug,Flying,+1d4/lvl,19,3,4,3,4,7,0,12,12,Small,12.13,Light,Bug,,Honey Gather,,Hustle,Sinnoh,y
515,416,vespiquen-default,Vespiquen,Bug,Flying,+1d8/lvl,21,8,10,8,10,4,3,11,47,Medium,84.88,Light,Bug,,Pressure,,Unnerve,Sinnoh,
516,417,pachirisu-default,Pachirisu,Electric,,+1d6/lvl,20,4,7,4,9,9,1,4,16,Small,8.6,Feather,Field,Fairy,Run Away,Pickup,Volt Absorb,Sinnoh,y
517,418,buizel-default,Buizel,Water,,+1d6/lvl,20,6,3,6,3,8,2,4,28,Small,65.04,Light,Water 1,Field,Swift Swim,,Water Veil,Sinnoh,y
518,419,floatzel-default,Floatzel,Water,,+1d8/lvl,21,10,5,8,5,11,3,7,43,Medium,73.85,Light,Water 1,Field,Swift Swim,,Water Veil,Sinnoh,
519,420,cherubi-default,Cherubi,Grass,,+1d6/lvl,20,3,4,6,5,3,1,4,16,Small,7.28,Feather,Fairy,Grass,Chlorophyll,,,Sinnoh,y
520,421,cherrim-overcast,Overcast Cherrim,Grass,,+1d8/lvl,21,6,7,8,7,8,1,8,20,Small,20.5,Light,Fairy,Grass,Flower Gift,,,Sinnoh,
521,421,cherrim-sunshine,Sunshine Cherrim,Grass,,+1d8/lvl,21,9,7,8,11,8,1,8,20,Small,20.5,Light,Fairy,Grass,Flower Gift,,,Sinnoh,
522,422,shellos-west-sea,Shellos,Water,,+1d8/lvl,21,4,4,5,6,3,0,12,12,Small,13.89,Light,Water 1,Amorphous,Sticky Hold,Storm Drain,Sand Force,Sinnoh,y
523,422,shellos-east-sea,East Sea Shellos,Water,,+1d8/lvl,21,4,4,5,6,3,0,12,12,Small,13.89,Light,Water 1,Amorphous,Sticky Hold,Storm Drain,Sand Force,Sinnoh,
524,423,gastrodon-west-sea,West Sea Gastrodon,Water,Ground,+1d10/lvl,22,8,6,9,8,3,2,11,35,Small,65.92,Light,Water 1,Amorphous,Sticky Hold,Storm Drain,Sand Force,Sinnoh,
525,423,gastrodon-east-sea,East Sea Gastrodon,Water,Ground,+1d10/lvl,22,8,6,9,8,3,2,11,35,Small,65.92,Light,Water 1,Amorphous,Sticky Hold,Storm Drain,Sand Force,Sinnoh,
526,424,ambipom-default,Ambipom,Normal,,+1d8/lvl,21,10,6,6,6,11,3,11,47,Medium,44.75,Light,Field,,Technician,Pickup,Skill Link,Sinnoh,
527,425,drifloon-default,Drifloon,Ghost,Flying,+1d8/lvl,21,5,3,6,4,7,1,4,16,Small,2.65,Feather,Amorphous,,Aftermath,Unburden,Flare Boost,Sinnoh,y
528,426,drifblim-default,Drifblim,Ghost,Flying,+1d12/lvl,23,8,4,9,5,8,3,11,47,Medium,33.07,Light,Amorphous,,Aftermath,Unburden,Flare Boost,Sinnoh,
529,427,buneary-default,Buneary,Normal,,+1d6/lvl,20,6,4,4,5,8,1,4,16,Small,12.13,Light,Field,Human-Like,Run Away,Klutz,Limber,Sinnoh,y
530,428,lopunny-default,Lopunny,Normal,,+1d6/lvl,20,7,8,5,9,10,3,11,47,Medium,73.41,Light,Field,Human-Like,Cute Charm,Klutz,Limber,Sinnoh,
531,428,lopunny-mega-evolution,Mega Lopunny,Normal,Fighting,+1d6/lvl,20,13,9,5,9,13,4,3,51,Medium,62.39,Light,Field,Human-Like,Scrappy,,,Sinnoh,
532,429,mismagius-default,Mismagius,Ghost,,+1d6/lvl,20,6,6,10,10,10,2,11,35,Small,9.7,Feather,Amorphous,,Levitate,,,Sinnoh,
533,430,honchkrow-default,Honchkrow,Dark,Flying,+1d10/lvl,22,12,5,10,5,7,2,11,35,Small,60.19,Light,Flying,,Insomnia,Super Luck,Moxie,Sinnoh,
534,431,glameow-default,Glameow,Normal,,+1d6/lvl,20,5,4,4,3,8,1,8,20,Small,8.6,Feather,Field,,Limber,Own Tempo,Keen Eye,Sinnoh,y
535,432,purugly-default,Purugly,Normal,,+1d8/lvl,21,8,6,6,5,11,3,3,39,Small,96.56,Light,Field,,Thick Fat,Own Tempo,Defiant,Sinnoh,
536,433,chingling-default,Chingling,Psychic,,+1d6/lvl,20,3,5,6,5,4,0,8,8,Small,1.32,Feather,No Eggs Discovered,,Levitate,,,Sinnoh,y
537,434,stunky-default,Stunky,Poison,Dark,+1d6/lvl,20,6,4,4,4,7,1,4,16,Small,42.33,Light,Field,,Stench,Aftermath,Keen Eye,Sinnoh,y
538,435,skuntank-default,Skuntank,Poison,Dark,+1d10/lvl,22,9,6,7,6,8,3,3,39,Small,83.78,Light,Field,,Stench,Aftermath,Keen Eye,Sinnoh,
539,436,bronzor-default,Bronzor,Steel,Psychic,+1d6/lvl,20,2,8,2,8,2,1,8,20,Small,133.38,Medium,Mineral,,Levitate,Heatproof,Heavy Metal,Sinnoh,y
540,437,bronzong-default,Bronzong,Steel,Psychic,+1d6/lvl,20,8,11,7,11,3,4,3,51,Medium,412.26,Heavy,Mineral,,Levitate,Heatproof,Heavy Metal,Sinnoh,
541,438,bonsly-default,Bonsly,Rock,,+1d6/lvl,20,8,9,1,4,1,1,8,20,Small,33.07,Light,No Eggs Discovered,,Sturdy,Rock Head,Rattled,Sinnoh,y
542,439,mime-jr-default,Mime Jr,Psychic,Fairy,+1d4/lvl,19,2,4,7,9,6,1,12,24,Small,28.66,Light,No Eggs Discovered,,Soundproof,Filter,Technician,Sinnoh,y
543,440,happiny-default,Happiny,Normal,,+1d10/lvl,22,0,0,1,6,3,1,12,24,Small,53.79,Light,No Eggs Discovered,,Natural Cure,Serene Grace,Friend Guard,Sinnoh,y
544,441,chatot-default,Chatot,Normal,Flying,+1d8/lvl,21,6,4,9,4,9,1,8,20,Small,4.19,Feather,Flying,,Keen Eye,Tangled Feet,Big Pecks,Sinnoh,y
545,442,spiritomb-default,Spiritomb,Ghost,Dark,+1d6/lvl,20,9,10,9,10,3,3,3,39,Small,238.1,Medium,Amorphous,,Pressure,,Infiltrator,Sinnoh,y
546,443,gible-default,Gible,Dragon,Ground,+1d6/lvl,20,7,4,4,4,4,2,4,28,Small,45.19,Light,Monster,Dragon,Sand Veil,,Rough Skin,Sinnoh,y
547,444,gabite-default,Gabite,Dragon,Ground,+1d6/lvl,20,9,6,5,5,8,4,7,55,Medium,123.46,Medium,Monster,Dragon,Sand Veil,,Rough Skin,Sinnoh,
548,445,garchomp-default,Garchomp,Dragon,Ground,+1d10/lvl,22,13,9,8,8,10,6,3,75,Medium,209.44,Medium,Monster,Dragon,Sand Veil,,Rough Skin,Sinnoh,
549,445,garchomp-mega-evolution,Mega Garchomp,Dragon,Ground,+1d10/lvl,22,17,11,12,9,9,6,3,75,Medium,209.44,Medium,Monster,Dragon,Sand Force,,,Sinnoh,
550,446,munchlax-default,Munchlax,Normal,,+1d12/lvl,23,8,4,4,8,0,1,12,24,Small,231.49,Medium,No Eggs Discovered,,Pickup,Thick Fat,Gluttony,Sinnoh,y
551,447,riolu-default,Riolu,Fighting,,+1d4/lvl,19,7,4,3,4,6,2,4,28,Small,44.53,Light,No Eggs Discovered,,Steadfast,Inner Focus,Prankster,Sinnoh,y
552,448,lucario-default,Lucario,Fighting,Steel,+1d8/lvl,21,11,7,11,7,9,3,11,47,Medium,119.05,Medium,Field,Human-Like,Steadfast,Inner Focus,Justified,Sinnoh,
553,448,lucario-mega-evolution,Mega Lucario,Fighting,Steel,+1d8/lvl,21,14,8,14,7,11,4,3,51,Medium,126.77,Medium,Field,Human-Like,Adaptability,,,Sinnoh,
554,449,hippopotas-default,Hippopotas,Ground,,+1d6/lvl,20,7,7,3,4,3,2,7,31,Small,109.13,Medium,Field,,Sand Stream,,Sand Force,Sinnoh,y
555,450,hippowdon-default,Hippowdon,Ground,,+1d10/lvl,22,11,11,6,7,4,6,7,79,Medium,661.39,Massive,Field,,Sand Stream,,Sand Force,Sinnoh,
556,451,skorupi-default,Skorupi,Poison,Bug,+1d4/lvl,19,5,9,3,5,6,2,7,31,Small,26.46,Light,Bug,Water 3,Battle Armor,Sniper,Keen Eye,Sinnoh,y
557,452,drapion-default,Drapion,Poison,Dark,+1d8/lvl,21,9,11,6,7,9,4,3,51,Medium,135.58,Medium,Bug,Water 3,Battle Armor,Sniper,Keen Eye,Sinnoh,
558,453,croagunk-default,Croagunk,Poison,Fighting,+1d6/lvl,20,6,4,6,4,5,2,4,28,Small,50.71,Light,Human-Like,,Anticipation,Dry Skin,Poison Touch,Sinnoh,y
559,454,toxicroak-default,Toxicroak,Poison,Fighting,+1d8/lvl,21,10,6,8,6,8,4,3,51,Medium,97.89,Light,Human-Like,,Anticipation,Dry Skin,Poison Touch,Sinnoh,
560,455,carnivine-default,Carnivine,Grass,,+1d8/lvl,21,10,7,9,7,4,4,7,55,Medium,59.52,Light,Grass,,Levitate,,,Sinnoh,y
561,456,finneon-default,Finneon,Water,,+1d6/lvl,20,4,5,4,6,6,1,4,16,Small,15.43,Light,Water 2,,Swift Swim,Storm Drain,Water Veil,Sinnoh,y
562,457,lumineon-default,Lumineon,Water,,+1d6/lvl,20,6,7,6,8,9,3,11,47,Medium,52.91,Light,Water 2,,Swift Swim,Storm Drain,Water Veil,Sinnoh,
563,458,mantyke-default,Mantyke,Water,Flying,+1d6/lvl,20,2,5,6,12,5,3,3,39,Small,143.3,Medium,No Eggs Discovered,,Swift Swim,Water Absorb,Water Veil,Sinnoh,y
564,459,snover-default,Snover,Grass,Ice,+1d6/lvl,20,6,5,6,6,4,3,3,39,Small,111.33,Medium,Monster,Grass,Snow Warning,,Soundproof,Sinnoh,y
565,460,abomasnow-default,Abomasnow,Grass,Ice,+1d8/lvl,21,9,7,9,8,6,7,3,87,Large,298.73,Heavy,Monster,Grass,Snow Warning,,Soundproof,Sinnoh,
566,460,abomasnow-mega-evolution,Mega Abomasnow,Grass,Ice,+1d8/lvl,21,13,10,13,10,3,8,10,106,Large,407.85,Heavy,Monster,Grass,Snow Warning,,,Sinnoh,
567,461,weavile-default,Weavile,Dark,Ice,+1d8/lvl,21,12,6,4,8,12,3,7,43,Medium,74.96,Light,Field,,Pressure,,Pickpocket,Sinnoh,
568,462,magnezone-default,Magnezone,Electric,Steel,+1d8/lvl,21,7,11,13,9,6,3,11,47,Medium,396.83,Heavy,Mineral,,Magnet Pull,Sturdy,Analytic,Sinnoh,
569,463,lickilicky-default,Lickilicky,Normal,,+1d10/lvl,22,8,9,8,9,5,5,7,67,Medium,308.65,Heavy,Monster,,Own Tempo,Oblivious,Cloud Nine,Sinnoh,
570,464,rhyperior-default,Rhyperior,Ground,Rock,+1d12/lvl,23,14,13,5,5,4,7,10,94,Large,623.47,Massive,Monster,Field,Lightning Rod,Solid Rock,Reckless,Sinnoh,
571,465,tangrowth-default,Tangrowth,Grass,,+1d10/lvl,22,10,12,11,5,5,6,7,79,Medium,283.51,Heavy,Grass,,Chlorophyll,Leaf Guard,Regenerator,Sinnoh,
572,466,electivire-default,Electivire,Electric,,+1d8/lvl,21,12,6,9,8,9,5,11,71,Medium,305.56,Heavy,Human-Like,,Motor Drive,,Vital Spirit,Sinnoh,
573,467,magmortar-default,Magmortar,Fire,,+1d8/lvl,21,9,6,12,9,8,5,3,63,Medium,149.91,Medium,Human-Like,,Flame Body,,Vital Spirit,Sinnoh,
574,468,togekiss-default,Togekiss,Fairy,Flying,+1d8/lvl,21,5,9,12,11,8,4,11,59,Medium,83.78,Light,Flying,Fairy,Hustle,Serene Grace,Super Luck,Sinnoh,
575,469,yanmega-default,Yanmega,Bug,Flying,+1d8/lvl,21,7,8,11,5,9,6,3,75,Medium,113.54,Medium,Bug,,Speed Boost,Tinted Lens,Frisk,Sinnoh,
576,470,leafeon-default,Leafeon,Grass,,+1d6/lvl,20,11,13,6,6,9,3,3,39,Small,56.22,Light,Field,,Leaf Guard,,Chlorophyll,Sinnoh,
577,471,glaceon-default,Glaceon,Ice,,+1d6/lvl,20,6,11,13,9,6,2,7,31,Small,57.1,Light,Field,,Snow Cloak,,Ice Body,Sinnoh,
578,472,gliscor-default,Gliscor,Ground,Flying,+1d8/lvl,21,9,12,4,7,9,6,7,79,Medium,93.7,Light,Bug,,Hyper Cutter,Sand Veil,Poison Heal,Sinnoh,
579,473,mamoswine-default,Mamoswine,Ice,Ground,+1d10/lvl,22,13,8,7,6,8,8,2,98,Large,641.54,Massive,Field,,Oblivious,Snow Cloak,Thick Fat,Sinnoh,
580,474,porygon-z-default,Porygon Z,Normal,,+1d8/lvl,21,8,7,13,7,9,2,11,35,Small,74.96,Light,Mineral,,Adaptability,Download,Analytic,Sinnoh,
581,475,gallade-default,Gallade,Psychic,Fighting,+1d6/lvl,20,12,6,6,11,8,5,3,63,Medium,114.64,Medium,Human-Like,Amorphous,Steadfast,Sharpness,Justified,Sinnoh,
582,475,gallade-mega-evolution,Mega Gallade,Psychic,Fighting,+1d6/lvl,20,16,9,6,11,11,5,3,63,Medium,124.34,Medium,Human-Like,Amorphous,Inner Focus,,,Sinnoh,
583,476,probopass-default,Probopass,Rock,Steel,+1d6/lvl,20,5,14,7,15,4,4,7,55,Medium,749.57,Massive,Mineral,,Sturdy,Magnet Pull,Sand Force,Sinnoh,
584,477,dusknoir-default,Dusknoir,Ghost,,+1d6/lvl,20,10,13,6,13,4,7,3,87,Large,235.01,Medium,Amorphous,,Pressure,,Frisk,Sinnoh,
585,478,froslass-default,Froslass,Ice,Ghost,+1d8/lvl,21,8,7,8,7,11,4,3,51,Medium,58.64,Light,Fairy,Mineral,Snow Cloak,,Cursed Body,Sinnoh,
586,479,rotom-default,Rotom,Electric,Ghost,+1d6/lvl,20,5,7,9,7,9,0,12,12,Small,0.66,Feather,Amorphous,,Levitate,,,Sinnoh,y
587,479,rotom-heat,Heat Rotom,Electric,Fire,+1d6/lvl,20,6,10,10,10,8,0,12,12,Small,0.66,Feather,Amorphous,,Levitate,,,Sinnoh,y
588,479,rotom-wash,Wash Rotom,Electric,Water,+1d6/lvl,20,6,10,10,10,8,0,12,12,Small,0.66,Feather,Amorphous,,Levitate,,,Sinnoh,y
589,479,rotom-frost,Frost Rotom,Electric,Ice,+1d6/lvl,20,6,10,10,10,8,0,12,12,Small,0.66,Feather,Amorphous,,Levitate,,,Sinnoh,y
590,479,rotom-fan,Fan Rotom,Electric,Flying,+1d6/lvl,20,6,10,10,10,8,0,12,12,Small,0.66,Feather,Amorphous,,Levitate,,,Sinnoh,y
591,479,rotom-mow,Mow Rotom,Electric,Grass,+1d6/lvl,20,6,10,10,10,8,0,12,12,Small,0.66,Feather,Amorphous,,Levitate,,,Sinnoh,y
592,480,uxie-default,Uxie,Psychic,,+1d8/lvl,21,7,13,7,13,9,0,12,12,Small,0.66,Feather,No Eggs Discovered,,Levitate,,,Sinnoh,y
593,481,mesprit-default,Mesprit,Psychic,,+1d8/lvl,21,10,10,10,10,8,0,12,12,Small,0.66,Feather,No Eggs Discovered,,Levitate,,,Sinnoh,y
594,482,azelf-default,Azelf,Psychic,,+1d8/lvl,21,12,7,12,7,11,0,12,12,Small,0.66,Feather,No Eggs Discovered,,Levitate,,,Sinnoh,y
595,483,dialga-default,Dialga,Steel,Dragon,+1d10/lvl,22,12,12,15,10,9,17,9,213,Huge,1505.76,Massive,No Eggs Discovered,,Pressure,,Telepathy,Sinnoh,y
596,483,dialga-origin,Origin Dialga,Steel,Dragon,+1d10/lvl,22,10,12,15,12,9,22,12,276,Gargantuan,1873.93,Massive,No Eggs Discovered,,Pressure,,Telepathy,Sinnoh,
597,484,palkia-default,Palkia,Water,Dragon,+1d8/lvl,21,12,10,15,12,10,13,9,165,Large,740.75,Massive,No Eggs Discovered,,Pressure,,Telepathy,Sinnoh,y
598,484,palkia-origin,Origin Palkia,Water,Dragon,+1d8/lvl,21,10,10,15,12,12,20,8,248,Gargantuan,1455.05,Massive,No Eggs Discovered,,Pressure,,Telepathy,Sinnoh,
599,485,heatran-default,Heatran,Fire,Steel,+1d8/lvl,21,9,10,13,10,7,5,7,67,Medium,947.99,Massive,No Eggs Discovered,,Flash Fire,,Flame Body,Sinnoh,y
600,486,regigigas-default,Regigigas,Normal,,+1d10/lvl,22,16,11,8,11,10,12,2,146,Large,925.94,Massive,No Eggs Discovered,,Slow Start,,,Sinnoh,y
601,487,giratina-altered,Giratina,Ghost,Dragon,+1d12/lvl,23,10,12,10,12,9,14,9,177,Large,1653.47,Massive,No Eggs Discovered,,Pressure,,Telepathy,Sinnoh,y
602,487,giratina-origin,Origin Giratina,Ghost,Dragon,+1d12/lvl,23,12,10,12,10,9,22,8,272,Gargantuan,1433,Massive,No Eggs Discovered,,Levitate,,,Sinnoh,y
603,488,cresselia-default,Cresselia,Psychic,,+1d12/lvl,23,7,11,7,12,8,4,11,59,Medium,188.72,Medium,No Eggs Discovered,,Levitate,,,Sinnoh,y
604,489,phione-default,Phione,Water,,+1d8/lvl,21,8,8,8,8,8,1,4,16,Small,6.83,Feather,Water 1,Fairy,Hydration,,,Sinnoh,y
605,490,manaphy-default,Manaphy,Water,,+1d10/lvl,22,10,10,10,10,10,0,12,12,Small,3.09,Feather,Water 1,Fairy,Hydration,,,Sinnoh,y
606,491,darkrai-default,Darkrai,Dark,,+1d8/lvl,21,9,9,13,9,12,4,11,59,Medium,111.33,Medium,No Eggs Discovered,,Bad Dreams,,,Sinnoh,y
607,492,shaymin-land,Land Shaymin,Grass,,+1d10/lvl,22,10,10,10,10,10,0,8,8,Small,4.63,Feather,No Eggs Discovered,,Natural Cure,,,Sinnoh,y
608,492,shaymin-sky,Sky Shaymin,Grass,Flying,+1d10/lvl,22,10,7,12,7,12,1,4,16,Small,11.46,Light,No Eggs Discovered,,Serene Grace,,,Sinnoh,y
609,493,arceus-default,Arceus,Normal,,+1d12/lvl,23,12,12,12,12,12,10,6,126,Large,705.48,Massive,No Eggs Discovered,,Multitype,,,Sinnoh,y
610,494,victini-default,Victini,Psychic,Fire,+1d10/lvl,22,10,10,10,10,10,1,4,16,Small,8.82,Feather,No Eggs Discovered,,Victory Star,,,Unova,y
611,495,snivy-default,Snivy,Grass,,+1d6/lvl,20,4,5,4,5,6,1,12,24,Small,17.86,Light,Field,Grass,Overgrow,,Contrary,Unova,y
612,496,servine-default,Servine,Grass,,+1d6/lvl,20,6,7,6,7,8,2,7,31,Small,35.27,Light,Field,Grass,Overgrow,,Contrary,Unova,
613,497,serperior-default,Serperior,Grass,,+1d8/lvl,21,7,9,7,9,11,10,10,130,Large,138.89,Medium,Field,Grass,Overgrow,,Contrary,Unova,
614,498,tepig-default,Tepig,Fire,,+1d6/lvl,20,6,4,4,4,4,1,8,20,Small,21.83,Light,Field,,Blaze,,Thick Fat,Unova,y
615,499,pignite-default,Pignite,Fire,Fighting,+1d8/lvl,21,9,5,7,5,5,3,3,39,Small,121.25,Medium,Field,,Blaze,,Thick Fat,Unova,
616,500,emboar-default,Emboar,Fire,Fighting,+1d10/lvl,22,12,6,10,6,6,5,3,63,Medium,330.69,Heavy,Field,,Blaze,,Reckless,Unova,
617,501,oshawott-default,Oshawott,Water,,+1d6/lvl,20,5,4,6,4,4,1,8,20,Small,13.01,Light,Field,,Torrent,,Shell Armor,Unova,y
618,502,dewott-default,Dewott,Water,,+1d8/lvl,21,7,6,8,6,6,2,7,31,Small,54.01,Light,Field,,Torrent,,Shell Armor,Unova,
619,503,samurott-default,Samurott,Water,,+1d10/lvl,22,10,8,10,7,7,4,11,59,Medium,208.56,Medium,Field,,Torrent,,Shell Armor,Unova,
620,503,samurott-hisuian,Hisuian Samurott,Water,Dark,+1d8/lvl,21,10,8,10,6,8,4,11,59,Medium,128.31,Medium,Field,,Torrent,,Sharpness,Hisui,
621,504,patrat-default,Patrat,Normal,,+1d6/lvl,20,5,3,3,3,4,1,8,20,Small,25.57,Light,Field,,Run Away,Keen Eye,Analytic,Unova,y
622,505,watchog-default,Watchog,Normal,,+1d6/lvl,20,8,6,6,6,7,3,7,43,Medium,59.52,Light,Field,,Illuminate,Keen Eye,Analytic,Unova,
623,506,lillipup-default,Lillipup,Normal,,+1d6/lvl,20,6,4,2,4,5,1,4,16,Small,9.04,Feather,Field,,Vital Spirit,Pickup,Run Away,Unova,y
624,507,herdier-default,Herdier,Normal,,+1d6/lvl,20,8,6,3,6,6,2,11,35,Small,32.41,Light,Field,,Intimidate,Sand Rush,Scrappy,Unova,
625,508,stoutland-default,Stoutland,Normal,,+1d8/lvl,21,11,9,4,9,8,3,11,47,Medium,134.48,Medium,Field,,Intimidate,Sand Rush,Scrappy,Unova,
626,509,purrloin-default,Purrloin,Dark,,+1d4/lvl,19,5,3,5,3,6,1,4,16,Small,22.27,Light,Field,,Limber,Unburden,Prankster,Unova,y
627,510,liepard-default,Liepard,Dark,,+1d6/lvl,20,8,5,8,5,10,3,7,43,Medium,82.67,Light,Field,,Limber,Unburden,Prankster,Unova,
628,511,pansage-default,Pansage,Grass,,+1d6/lvl,20,5,4,5,4,6,1,12,24,Small,23.15,Light,Field,,Gluttony,,Overgrow,Unova,y
629,512,simisage-default,Simisage,Grass,,+1d8/lvl,21,9,6,9,6,10,3,7,43,Medium,67.24,Light,Field,,Gluttony,,Overgrow,Unova,
630,513,pansear-default,Pansear,Fire,,+1d6/lvl,20,5,4,5,4,6,1,12,24,Small,24.25,Light,Field,,Gluttony,,Blaze,Unova,y
631,514,simisear-default,Simisear,Fire,,+1d8/lvl,21,9,6,9,6,10,3,3,39,Small,61.73,Light,Field,,Gluttony,,Blaze,Unova,
632,515,panpour-default,Panpour,Water,,+1d6/lvl,20,5,4,5,4,6,1,12,24,Small,29.76,Light,Field,,Gluttony,,Torrent,Unova,y
633,516,simipour-default,Simipour,Water,,+1d8/lvl,21,9,6,9,6,10,3,3,39,Small,63.93,Light,Field,,Gluttony,,Torrent,Unova,
634,517,munna-default,Munna,Psychic,,+1d8/lvl,21,2,4,6,5,2,1,12,24,Small,51.37,Light,Field,,Forewarn,Synchronize,Telepathy,Unova,y
635,518,musharna-default,Musharna,Psychic,,+1d12/lvl,23,5,8,10,9,2,3,7,43,Medium,133.38,Medium,Field,,Forewarn,Synchronize,Telepathy,Unova,
636,519,pidove-default,Pidove,Normal,Flying,+1d6/lvl,20,5,5,3,3,4,0,12,12,Small,4.63,Feather,Flying,,Big Pecks,Super Luck,Rivalry,Unova,y
637,520,tranquill-default,Tranquill,Normal,Flying,+1d6/lvl,20,7,6,5,4,6,1,12,24,Small,33.07,Light,Flying,,Big Pecks,Super Luck,Rivalry,Unova,
638,521,unfezant-male,Male Unfezant,Normal,Flying,+1d8/lvl,21,11,8,6,5,9,3,11,47,Medium,63.93,Light,Flying,,Big Pecks,Super Luck,Rivalry,Unova,
639,522,blitzle-default,Blitzle,Electric,,+1d6/lvl,20,6,3,5,3,7,2,7,31,Small,65.7,Light,Field,,Lightning Rod,Motor Drive,Sap Sipper,Unova,y
640,523,zebstrika-default,Zebstrika,Electric,,+1d8/lvl,21,10,6,8,6,11,5,3,63,Medium,175.27,Medium,Field,,Lightning Rod,Motor Drive,Sap Sipper,Unova,
641,524,roggenrola-default,Roggenrola,Rock,,+1d6/lvl,20,7,8,2,2,1,1,4,16,Small,39.68,Light,Mineral,,Sturdy,Weak Armor,Sand Force,Unova,y
642,525,boldore-default,Boldore,Rock,,+1d8/lvl,21,10,10,5,4,2,2,11,35,Small,224.87,Medium,Mineral,,Sturdy,Weak Armor,Sand Force,Unova,
643,526,gigalith-default,Gigalith,Rock,,+1d8/lvl,21,13,13,6,8,2,5,7,67,Medium,573.2,Massive,Mineral,,Sturdy,Sand Stream,Sand Force,Unova,
644,527,woobat-default,Woobat,Psychic,Flying,+1d6/lvl,20,4,4,5,4,7,1,4,16,Small,4.63,Feather,Field,Flying,Unaware,Klutz,Simple,Unova,y
645,528,swoobat-default,Swoobat,Psychic,Flying,+1d6/lvl,20,5,5,7,5,11,2,11,35,Small,23.15,Light,Field,Flying,Unaware,Klutz,Simple,Unova,
646,529,drilbur-default,Drilbur,Ground,,+1d6/lvl,20,8,4,3,4,6,0,12,12,Small,18.74,Light,Field,,Sand Rush,Sand Force,Mold Breaker,Unova,y
647,530,excadrill-default,Excadrill,Ground,Steel,+1d10/lvl,22,13,6,5,6,8,2,7,31,Small,89.07,Light,Field,,Sand Rush,Sand Force,Mold Breaker,Unova,
648,531,audino-default,Audino,Normal,,+1d10/lvl,22,6,8,6,8,5,3,7,43,Medium,68.34,Light,Fairy,,Healer,Regenerator,Klutz,Unova,y
649,531,audino-mega-evolution,Mega Audino,Normal,Fairy,+1d10/lvl,22,6,12,8,12,5,4,11,59,Medium,70.55,Light,Fairy,,Healer,,,Unova,
650,532,timburr-default,Timburr,Fighting,,+1d8/lvl,21,8,5,2,3,3,1,12,24,Small,27.56,Light,Human-Like,,Guts,Sheer Force,Iron Fist,Unova,y
651,533,gurdurr-default,Gurdurr,Fighting,,+1d8/lvl,21,10,8,4,5,4,3,11,47,Medium,88.18,Light,Human-Like,,Guts,Sheer Force,Iron Fist,Unova,
652,534,conkeldurr-default,Conkeldurr,Fighting,,+1d10/lvl,22,14,9,5,6,4,4,7,55,Medium,191.8,Medium,Human-Like,,Guts,Sheer Force,Iron Fist,Unova,
653,535,tympole-default,Tympole,Water,,+1d6/lvl,20,5,4,5,4,6,1,8,20,Small,9.92,Feather,Water 1,,Swift Swim,Hydration,Water Absorb,Unova,y
654,536,palpitoad-default,Palpitoad,Water,Ground,+1d8/lvl,21,6,5,6,5,6,2,7,31,Small,37.48,Light,Water 1,,Swift Swim,Hydration,Water Absorb,Unova,
655,537,seismitoad-default,Seismitoad,Water,Ground,+1d10/lvl,22,9,7,8,7,7,4,11,59,Medium,136.69,Medium,Water 1,,Swift Swim,Poison Touch,Water Absorb,Unova,
